PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Gender,Transported
5246_01,Earth,True,G/847/P,TRAPPIST-1e,57,False,0,0,0,0,0,Glene Drakeekss,M,True
5246_02,Earth,False,F/1070/P,TRAPPIST-1e,,False,0,13,643,47,0,Jodia Drakeekss,F,True
5247_01,Earth,False,G/848/P,TRAPPIST-1e,38,False,6,2324,0,0,0,Roydo Yorkland,M,True
5248_01,Earth,False,G/856/S,TRAPPIST-1e,28,False,607,0,0,227,0,Tinez Batestonley,F,True
5249_01,Mars,False,E/327/P,TRAPPIST-1e,25,False,922,0,1,91,0,Colal Fonie,M,False
5250_01,Mars,True,F/1007/S,TRAPPIST-1e,22,False,0,0,0,0,0,Clek Dan,F,True
5251_01,Mars,False,F/1071/P,TRAPPIST-1e,33,False,705,0,1905,13,0,Murs Nanie,M,True
5252_01,Earth,False,F/1008/S,TRAPPIST-1e,35,False,202,1309,60,0,0,Elanie Langatein,F,True
5253_01,Earth,False,F/1009/S,TRAPPIST-1e,24,False,290,64,413,35,0,Annard Ashipeck,M,True
5254_01,Europa,True,B/202/S,TRAPPIST-1e,31,False,0,0,0,0,0,Celeon Pressive,F,True
5254_02,Europa,True,B/202/S,TRAPPIST-1e,16,False,0,0,0,0,0,Photons Pickleve,M,True
5254_03,Europa,True,,TRAPPIST-1e,28,False,0,0,0,0,0,Sargah Pressive,F,True
5254_04,Europa,False,B/202/S,55 Cancri e,8,False,0,0,0,0,0,Sceleon Pressive,M,True
5255_01,Mars,True,F/1010/S,TRAPPIST-1e,20,False,0,0,0,0,0,Clow Peate,F,True
5256_01,Mars,False,D/159/S,TRAPPIST-1e,26,False,41,0,444,572,0,Luse Tirt,M,False
5257_01,Europa,False,B/178/P,55 Cancri e,43,False,0,1001,0,2393,0,Dnocese Opshaft,F,False
5258_01,Europa,False,C/204/S,TRAPPIST-1e,70,False,241,1065,0,2290,2,Alrair Taptiritty,M,True
5260_01,Earth,True,G/849/P,55 Cancri e,17,False,0,0,0,0,0,Racy Fulloydez,F,True
5262_01,Earth,True,G/850/P,TRAPPIST-1e,14,False,0,0,0,0,0,Adanne Rilley,M,True
5264_01,Earth,True,G/858/S,TRAPPIST-1e,21,False,0,0,0,0,0,Joyces Vinozarks,F,True
5264_02,Earth,False,F/1012/S,55 Cancri e,37,False,0,0,163,0,486,Marina Vinozarks,M,True
5265_01,Earth,False,F/1073/P,TRAPPIST-1e,15,False,0,400,0,0,702,Tonyn Ashipson,F,False
5266_01,Europa,False,A/64/S,55 Cancri e,20,False,0,290,0,1866,217,Alhair Poselfle,M,False
5266_02,Europa,False,C/205/S,55 Cancri e,36,True,13,196,3,0,12323,Sinon Poselfle,F,False
5268_01,Earth,False,F/1013/S,TRAPPIST-1e,14,False,0,56,,0,2,Bony Flynney,M,True
5269_01,Earth,False,E/336/S,TRAPPIST-1e,21,False,38,1,591,1,31,Mollen Ewisentley,F,True
5271_01,Earth,False,F/1075/P,TRAPPIST-1e,28,False,89,3,571,258,0,Kimmie Thony,M,False
5272_01,Mars,True,F/1076/P,TRAPPIST-1e,20,False,0,0,0,0,0,Push Winie,F,True
5273_01,Earth,False,F/1077/P,TRAPPIST-1e,26,False,0,0,827,1,0,Leony Gallenry,M,False
5274_01,Earth,False,F/1078/P,TRAPPIST-1e,25,False,662,34,0,79,148,Weney Hineyley,F,False
5275_01,Earth,False,F/1014/S,TRAPPIST-1e,29,False,0,10,0,594,120,Jerek Buckentry,M,False
5276_01,Europa,False,B/179/P,55 Cancri e,39,True,0,2868,0,5,1968,Neutrak Poustive,F,True
5277_01,Earth,False,F/1079/P,TRAPPIST-1e,18,False,0,0,0,87,1232,Besse Morandry,M,True
5278_01,Europa,True,B/203/S,55 Cancri e,37,False,0,0,0,0,0,Menkin Subateful,F,True
5279_01,Earth,False,G/852/P,TRAPPIST-1e,28,False,467,,0,0,307,Antony Flynnis,M,False
5280_01,Earth,False,F/1015/S,TRAPPIST-1e,18,False,0,0,2728,0,,Elanda Simpsonks,F,True
5281_01,Earth,False,F/1080/P,TRAPPIST-1e,30,False,0,6,621,,433,Emmax Haynard,M,False
5282_01,Earth,False,E/337/S,TRAPPIST-1e,35,False,35,0,14,0,816,Florey Torrez,F,True
5282_02,Earth,False,F/1016/S,TRAPPIST-1e,26,False,0,196,0,0,487,Eulah Torrez,M,True
5282_03,Earth,True,G/860/S,55 Cancri e,0,False,0,0,0,0,0,Kenda Torrez,F,True
5287_01,Earth,False,G/861/S,PSO J318.5-22,42,False,0,,0,214,50,Shanya Webstephrey,M,True
5288_01,Earth,False,F/1081/P,,36,False,1,716,3,0,57,Thell Masquez,F,True
5290_01,Earth,False,F/1083/P,TRAPPIST-1e,31,False,1177,2,0,,1,Bretty Patthews,M,False
5291_01,Earth,False,G/854/P,55 Cancri e,27,False,3905,7,0,4,53,Luisy Gaington,F,False
5292_01,Europa,False,C/206/S,TRAPPIST-1e,25,False,0,4313,0,175,60,Celavar Galoquid,M,True
5297_01,Earth,True,G/856/P,TRAPPIST-1e,32,False,0,0,0,0,0,Candra Bushallert,F,True
5298_01,Earth,True,G/862/S,TRAPPIST-1e,14,False,0,0,0,0,0,Rician Sweett,M,True
5299_01,Earth,True,G/863/S,TRAPPIST-1e,16,False,0,0,0,0,0,Brina Coopezmaney,F,True
5300_01,Earth,True,G/864/S,55 Cancri e,51,False,0,0,0,0,0,Healle Klindsayer,M,True
5301_01,Europa,True,B/181/P,TRAPPIST-1e,21,False,0,0,0,0,0,Altara Pretive,F,True
5301_02,Europa,True,B/181/P,55 Cancri e,31,False,0,0,0,0,0,Sadares Pretive,M,True
5303_01,Earth,False,,TRAPPIST-1e,9,False,0,0,0,0,0,Patoya Hoffergess,F,False
5303_02,Earth,False,G/857/P,TRAPPIST-1e,7,False,0,0,0,0,0,Loree Hoffergess,M,True
5303_03,Earth,False,G/857/P,TRAPPIST-1e,3,False,0,0,0,0,0,Jimmyn Lambleyoun,F,True
5303_04,Earth,True,G/857/P,TRAPPIST-1e,2,False,0,0,0,0,0,Yvonna Lambleyoun,M,True
5303_05,Earth,False,G/857/P,55 Cancri e,7,False,0,0,0,0,0,Ronia Lambleyoun,F,False
5304_01,Mars,False,F/1019/S,TRAPPIST-1e,18,False,1744,0,8,8,0,Tench Brine,M,False
5304_02,Mars,True,F/1019/S,,33,False,0,0,0,0,0,Jagles Brine,F,True
5305_01,Earth,False,F/1084/P,TRAPPIST-1e,23,False,0,2891,0,6,0,Elindy Simmonders,M,True
5307_01,Europa,True,B/204/S,TRAPPIST-1e,13,False,,0,0,0,0,Mirark Fuelisent,F,True
5310_01,Mars,False,F/1021/S,TRAPPIST-1e,32,False,4702,0,449,190,0,Dontch Terry,M,False
5312_01,Europa,True,B/182/P,TRAPPIST-1e,27,False,0,0,0,0,0,Sulaton Prefule,F,True
5313_01,Earth,False,F/1085/P,TRAPPIST-1e,23,False,0,491,0,61,0,Tracia Guezaley,M,True
5314_01,Europa,False,C/208/S,TRAPPIST-1e,25,,0,3625,0,0,168,Skatik Arible,F,True
5315_01,Earth,False,F/1086/P,TRAPPIST-1e,18,False,454,0,0,324,0,Gwendy Toddleton,M,False
5316_01,Mars,True,F/1087/P,55 Cancri e,23,False,0,0,0,0,0,Cats Ses,F,True
5320_01,Europa,True,E/330/P,55 Cancri e,31,False,0,0,0,0,0,Errima Callower,M,True
5320_02,Europa,False,E/330/P,TRAPPIST-1e,32,False,0,1301,0,94,356,Hallah Opshoent,F,False
5322_01,Mars,True,F/1090/P,TRAPPIST-1e,22,False,0,0,0,,,Allift Parté,M,True
5323_01,Mars,True,F/1091/P,TRAPPIST-1e,38,False,0,0,0,,0,Coakey Cort,F,True
5325_01,Earth,False,F/1023/S,PSO J318.5-22,21,False,751,5,0,1,0,Wandy Blandez,M,True
5326_01,Mars,True,F/1092/P,TRAPPIST-1e,28,False,0,0,0,0,0,Wales Khart,F,True
5327_01,Europa,False,B/183/P,TRAPPIST-1e,38,False,0,0,0,0,0,Furudra Ticiay,M,False
5330_01,Earth,False,F/1094/P,TRAPPIST-1e,20,False,0,0,708,101,0,Race Oconley,F,True
5331_01,Earth,False,F/1095/P,TRAPPIST-1e,23,False,0,1,292,0,340,Coreen Woodgezalez,M,False
5333_01,Earth,False,G/862/P,TRAPPIST-1e,48,False,456,0,39,0,5,Vane Andley,F,True
5334_01,Earth,True,G/867/S,55 Cancri e,15,False,0,0,0,0,0,Besse Connon,M,True
5334_02,Earth,False,G/867/S,TRAPPIST-1e,30,False,0,674,39,0,10,Therly Connon,F,True
5337_01,Mars,False,F/1024/S,TRAPPIST-1e,40,False,286,0,2299,12,,Rish Bre,M,True
5340_01,Earth,False,G/868/S,TRAPPIST-1e,36,False,0,0,33,677,0,Cassa Carsoning,F,False
5341_01,Earth,True,G/869/S,TRAPPIST-1e,20,False,0,0,0,0,0,Jessa Greenez,M,True
5343_01,Mars,False,E/332/P,TRAPPIST-1e,17,False,13,0,565,367,1,Rahars Resty,F,False
5344_01,Europa,False,C/168/P,55 Cancri e,38,False,0,439,0,434,10074,Sargin Prieress,M,False
5344_02,Europa,True,C/168/P,55 Cancri e,38,False,0,0,0,0,0,Dyonon Prieress,F,True
5345_01,Mars,False,D/167/P,,14,False,809,0,59,0,0,Frunad Cheen,M,False
5345_02,Mars,False,E/333/P,TRAPPIST-1e,,False,134,0,6,1450,0,Cops Cheen,F,False
5346_01,Earth,False,E/334/P,TRAPPIST-1e,21,False,37,0,31,696,63,Tera Kaney,M,True
5347_01,Europa,False,C/169/P,TRAPPIST-1e,18,False,0,3770,0,287,3491,Anton Caljoiry,F,False
5348_01,Mars,False,D/168/P,TRAPPIST-1e,26,False,164,0,853,0,39,Money Sache,M,True
5350_01,Europa,False,C/170/P,TRAPPIST-1e,35,False,25,866,0,3198,459,Atinon Foraud,F,False
5351_01,Mars,,F/1026/S,55 Cancri e,46,False,1082,80,1177,0,323,Hion Knike,M,False
5353_01,Europa,True,B/205/S,55 Cancri e,13,False,0,0,0,0,0,Ranan Reelest,F,True
5353_02,Europa,False,B/205/S,TRAPPIST-1e,39,False,43,9365,144,0,118,Weidus Reelest,M,True
5354_01,Mars,False,D/161/S,PSO J318.5-22,49,False,1690,0,85,0,0,Panch Letty,F,False
5354_02,Mars,False,E/339/S,TRAPPIST-1e,28,False,0,0,0,0,0,Bares Kraie,M,False
5355_01,Earth,False,F/1098/P,TRAPPIST-1e,27,False,0,686,0,101,9,Kerrie Deckley,F,True
5355_02,Earth,True,G/865/P,TRAPPIST-1e,21,False,0,0,,0,0,Verly Deckley,M,True
5356_01,Earth,False,E/340/S,TRAPPIST-1e,29,False,0,32,0,4517,0,Julies Winsley,F,False
5359_01,,False,F/1099/P,TRAPPIST-1e,27,False,0,45,225,14,519,Adammy Hinglendez,M,False
5360_01,Mars,True,F/1100/P,TRAPPIST-1e,38,False,0,0,0,0,0,Morms Nake,F,True
5361_01,Earth,False,F/1101/P,PSO J318.5-22,18,False,0,,0,150,0,Elica Brantuarez,M,True
5362_01,Europa,True,E/336/P,55 Cancri e,35,False,0,0,0,0,0,Meratz Prearright,F,True
5363_01,Mars,True,F/1102/P,TRAPPIST-1e,37,False,0,0,0,0,0,Crowk Apeau,M,True
5365_01,Earth,False,E/337/P,TRAPPIST-1e,60,False,943,53,0,0,0,Pristy Whiters,F,False
5366_01,Europa,True,E/338/P,TRAPPIST-1e,31,False,0,0,0,0,0,Asellan Calved,M,True
5367_01,Europa,True,C/209/S,TRAPPIST-1e,4,False,0,0,0,0,0,Mesonon Fruidy,F,True
5367_02,,False,C/209/S,TRAPPIST-1e,34,False,0,3195,0,102,1469,Dnocese Fruidy,M,True
5367_03,Europa,False,C/209/S,55 Cancri e,46,False,0,8221,0,1010,160,Anyonon Fruidy,F,True
5368_01,Earth,False,G/870/S,TRAPPIST-1e,18,False,0,0,55,2288,1,,,False
5372_01,Mars,False,E/342/S,TRAPPIST-1e,38,False,,0,363,7,3,Cings Mith,F,False
5374_01,Earth,False,F/1029/S,,29,False,0,61,942,2,0,Candyn Loverthyo,M,True
5375_01,Europa,True,C/210/S,TRAPPIST-1e,13,False,0,0,0,0,0,Scharab Tramsor,F,True
5375_02,Europa,True,C/210/S,TRAPPIST-1e,26,False,0,0,0,0,0,Quarke Tramsor,M,True
5378_01,Europa,False,C/173/P,TRAPPIST-1e,30,False,0,95,0,1202,5558,Cellum Alenter,F,False
5379_01,Earth,False,F/1030/S,TRAPPIST-1e,42,False,0,0,8,3409,0,Kyley Meyersones,M,False
5380_01,Mars,False,F/1104/P,TRAPPIST-1e,36,False,386,0,756,6,0,Hark Kité,F,False
5383_01,Earth,False,F/1105/P,55 Cancri e,23,False,253,0,1175,3,,Kyley Foxter,M,False
5384_01,Europa,False,A/65/S,TRAPPIST-1e,34,True,0,5210,0,1332,2,Polam Dinger,F,True
5384_02,Europa,False,A/65/S,TRAPPIST-1e,26,False,0,4894,0,62,85,Sulatik Dinger,M,True
5385_01,Mars,False,D/170/P,TRAPPIST-1e,31,False,2048,0,1040,136,0,Hon Cako,F,False
5387_01,Mars,False,D/171/P,TRAPPIST-1e,48,False,581,6,1,158,0,Guanch Ste,M,False
5388_01,Earth,True,G/871/S,TRAPPIST-1e,10,False,0,0,0,,0,Stene Chaellerty,F,True
5389_01,Mars,False,F/1106/P,TRAPPIST-1e,27,False,2,0,1320,0,26,Rose Prity,M,True
5389_02,Mars,False,F/1106/P,TRAPPIST-1e,32,,2497,0,101,0,0,Swink Prity,F,False
5390_01,Earth,True,G/872/S,TRAPPIST-1e,24,False,0,0,0,0,0,Rosean Owerson,M,True
5390_02,Earth,True,G/872/S,PSO J318.5-22,20,False,0,0,0,0,0,Mayne Owerson,F,True
5390_03,Earth,False,F/1032/S,TRAPPIST-1e,48,False,83,110,0,690,8,Brank Owerson,M,True
5392_01,Mars,False,E/343/S,TRAPPIST-1e,35,True,628,6,528,136,0,Zelowl Stik,F,False
5394_01,Mars,False,D/172/P,TRAPPIST-1e,14,False,246,0,2153,0,0,Coakey Nanie,M,True
5395_01,Mars,False,D/173/P,TRAPPIST-1e,28,False,4,0,2574,0,0,Fruik Traie,F,True
5396_01,Mars,False,F/1109/P,TRAPPIST-1e,,False,743,378,8,0,0,Rowl Flaie,M,False
5397_01,Mars,True,D/162/S,TRAPPIST-1e,42,False,0,0,0,0,0,Rish Jamai,F,True
5397_02,Mars,True,D/162/S,TRAPPIST-1e,8,False,0,0,0,0,0,Quid Jamai,M,True
5397_03,Mars,True,D/162/S,55 Cancri e,30,False,0,0,0,0,0,Sps Jamai,F,True
5401_01,Earth,False,G/869/P,TRAPPIST-1e,44,False,0,0,5,30,777,Shalle Savaraldez,M,False
5402_01,Mars,False,F/1034/S,TRAPPIST-1e,40,,1269,0,75,0,4,Cupers Erpie,F,False
5404_01,Earth,False,F/1111/P,TRAPPIST-1e,38,False,766,38,0,0,0,Bettie Gentledges,M,False
5406_01,,False,F/1035/S,PSO J318.5-22,22,,2,46,0,483,67,Shally Langatein,F,False
5408_01,Mars,False,D/174/P,TRAPPIST-1e,32,False,1781,0,654,580,0,Moss Gene,M,False
5408_02,Mars,False,D/174/P,TRAPPIST-1e,16,False,2116,0,350,0,901,Felios Gene,F,False
5410_01,Mars,False,D/163/S,TRAPPIST-1e,33,False,748,130,1047,458,0,Sweal Frasp,M,False
5411_01,Europa,False,B/206/S,TRAPPIST-1e,38,False,20,3960,153,280,1674,Alrakan Scoudelle,F,False
5412_01,Earth,,G/870/P,TRAPPIST-1e,23,False,0,806,0,2,0,Erie Patthews,M,True
5413_01,Earth,False,G/871/P,TRAPPIST-1e,16,False,3,595,0,9,321,Lorey Boyerson,F,True
5414_01,Earth,False,G/872/P,PSO J318.5-22,16,False,481,0,166,0,122,Leen Buckentry,M,False
5414_02,Earth,False,G/872/P,TRAPPIST-1e,11,False,0,0,0,0,0,Bryany Buckentry,F,False
5414_03,Earth,False,F/1112/P,TRAPPIST-1e,22,False,0,824,0,0,411,Chelsa Buckentry,M,False
5414_04,Earth,False,F/1112/P,TRAPPIST-1e,43,False,0,0,0,0,1544,Eduana Buckentry,F,False
5414_05,Earth,True,G/872/P,PSO J318.5-22,20,False,0,0,0,0,0,Becca Buckentry,M,True
5415_01,Earth,False,F/1113/P,TRAPPIST-1e,22,False,0,747,8,0,314,Lynez Hartz,F,False
5416_01,Mars,False,F/1114/P,TRAPPIST-1e,0,False,0,,0,0,0,Wees Saf,M,True
5416_02,Mars,False,E/340/P,TRAPPIST-1e,30,False,138,0,208,952,0,Pos Saf,F,False
5416_03,Mars,True,F/1114/P,TRAPPIST-1e,18,False,0,0,0,0,0,Ech Saf,M,True
5416_04,Mars,False,F/1114/P,55 Cancri e,0,False,0,0,,0,0,Toats Saf,F,True
5418_01,Mars,,E/349/S,TRAPPIST-1e,41,False,164,0,1115,1,18,Naffsh Burta,M,False
5420_01,Earth,False,F/1036/S,TRAPPIST-1e,39,False,0,829,0,1,0,Gayla Merrelliss,F,True
5421_01,Earth,False,G/873/S,TRAPPIST-1e,37,False,389,0,1,3369,3,Carlie Steinardson,M,False
5422_01,Europa,True,D/164/S,55 Cancri e,26,False,0,0,0,,0,Pleion Sperap,F,True
5423_01,Mars,False,F/1116/P,TRAPPIST-1e,49,False,552,0,7,0,183,Almone Prine,M,False
5423_02,Mars,False,E/341/P,TRAPPIST-1e,28,False,142,0,1878,62,0,Cranch Prine,F,True
5424_01,Mars,False,F/1117/P,PSO J318.5-22,13,False,358,65,599,676,0,Chtios Dal,M,False
5424_02,,False,E/342/P,TRAPPIST-1e,64,False,469,700,2,1,0,Docks Dal,F,False
5425_01,Earth,False,F/1037/S,PSO J318.5-22,24,False,1,0,11,0,734,,,False
5427_01,,True,F/1118/P,TRAPPIST-1e,18,False,0,0,0,0,0,Frohs Stie,F,True
5427_02,Mars,False,F/1118/P,TRAPPIST-1e,18,False,3458,0,216,0,0,Panbug Blane,M,False
5427_03,Mars,False,F/1118/P,TRAPPIST-1e,25,False,948,0,1,170,0,Craird Stie,F,False
5430_01,Earth,True,G/873/P,TRAPPIST-1e,19,False,0,0,0,0,0,Inette Colomonson,M,False
5431_01,Earth,False,E/350/S,55 Cancri e,33,False,2,0,0,,720,Joycey Wheelez,F,True
5434_01,Earth,True,G/874/P,TRAPPIST-1e,,,0,0,0,0,0,Harvin Garnes,M,True
5435_01,Mars,False,F/1121/P,TRAPPIST-1e,50,False,846,0,280,280,0,Fal Blane,F,False
5436_01,Earth,False,,TRAPPIST-1e,30,False,0,0,0,2,827,Idace Gilleranks,M,False
5437_01,Mars,False,F/1123/P,TRAPPIST-1e,44,False,1267,18,0,3,0,Naffsh Soun,F,True
5438_01,Earth,True,G/875/P,PSO J318.5-22,52,False,0,0,0,0,0,Eriky Puckley,M,False
5440_01,Earth,True,G/875/S,TRAPPIST-1e,7,False,0,0,0,0,0,Teryla Beckeey,F,True
5440_02,Earth,False,F/1041/S,55 Cancri e,30,False,0,59,18,639,0,Crisey Beckeey,M,False
5440_03,Earth,False,F/1041/S,TRAPPIST-1e,27,False,1109,0,0,0,0,Briney Beckeey,F,False
5441_01,Europa,True,B/207/S,55 Cancri e,24,False,0,0,0,0,0,Raston Spoilling,M,True
5443_01,Earth,False,F/1124/P,55 Cancri e,13,False,4,99,1,0,595,Gabrie Hickley,F,False
5445_01,,False,F/1125/P,TRAPPIST-1e,61,False,0,53,813,3,0,Min Alfordonard,M,False
5446_01,Earth,True,G/876/P,TRAPPIST-1e,32,False,0,0,,0,0,Jandy Bucknersony,F,True
5447_01,Mars,True,F/1126/P,55 Cancri e,17,False,0,0,0,0,0,Sug Dutty,M,True
5447_02,Mars,,F/1126/P,TRAPPIST-1e,36,False,0,0,0,0,0,Poselk Coune,F,True
5450_01,Earth,True,G/877/P,PSO J318.5-22,16,False,0,0,0,0,0,Samany Keithunts,M,True
5451_01,,False,F/1127/P,PSO J318.5-22,21,False,0,697,0,0,0,Adrie Rodger,F,True
5452_01,Europa,,C/212/S,TRAPPIST-1e,24,False,0,0,0,0,0,Eleb Mander,M,True
5453_01,Earth,False,F/1044/S,55 Cancri e,28,False,0,9,0,1114,5,Elson Gallencis,F,False
5454_01,Mars,False,E/343/P,TRAPPIST-1e,,False,848,1497,2,0,0,Oark Krake,M,False
5455_01,Mars,False,E/344/P,55 Cancri e,13,False,9920,0,180,130,571,Varkes Nate,F,False
5457_01,Earth,False,F/1129/P,TRAPPIST-1e,39,False,0,1,0,739,0,Elson Horners,M,False
5458_01,Earth,False,E/351/S,TRAPPIST-1e,24,False,0,0,980,7,0,Wandy Diazarez,F,False
5459_01,Europa,False,C/213/S,TRAPPIST-1e,38,False,0,347,0,1545,2187,Jabbab Stoile,M,False
5462_01,Mars,False,F/1131/P,TRAPPIST-1e,20,False,489,126,663,214,0,Laptin Part,F,False
5463_01,Earth,False,F/1045/S,TRAPPIST-1e,21,False,724,0,0,0,0,Laude Balderts,M,True
5465_01,Mars,False,F/1132/P,TRAPPIST-1e,27,False,1,1,2196,372,0,Sugaly Chité,F,False
5465_02,,False,F/1132/P,TRAPPIST-1e,49,False,226,11,2,1580,0,Cings Chité,M,False
5465_03,Mars,True,F/1132/P,TRAPPIST-1e,6,False,0,0,0,0,0,Jacks Chité,F,True
5466_01,Europa,True,B/185/P,55 Cancri e,41,False,0,0,0,0,0,Mesons Matoltuble,M,True
5466_02,Europa,False,B/185/P,55 Cancri e,33,True,0,1473,1089,5700,1466,Menkin Boltund,F,False
5466_03,Europa,False,B/185/P,TRAPPIST-1e,6,False,0,0,0,0,0,Alballa Boltund,M,True
5466_04,Europa,False,B/185/P,55 Cancri e,35,False,0,4618,0,324,12061,Asterf Boltund,F,False
5466_05,Europa,False,B/185/P,TRAPPIST-1e,46,False,0,4524,,243,7730,Bahyon Matoltuble,M,False
5467_01,Earth,False,F/1046/S,TRAPPIST-1e,31,False,2703,21,0,0,1,Evenna Garden,F,False
5468_01,Europa,True,B/208/S,TRAPPIST-1e,32,,0,0,0,0,0,Brafirk Unprive,M,True
5469_01,Europa,True,A/50/P,55 Cancri e,31,False,,0,0,0,0,Keidhma Subateful,F,True
5470_01,Earth,True,G/878/P,TRAPPIST-1e,20,False,,0,0,0,0,Franda Vales,M,False
5471_01,Earth,False,G/877/S,TRAPPIST-1e,57,False,685,,0,0,,Jeanie Loway,F,False
5472_01,Earth,False,F/1047/S,PSO J318.5-22,37,False,0,0,559,11,0,Jacque Andley,M,True
5474_01,Earth,True,,TRAPPIST-1e,21,False,0,0,,0,0,Thew Strony,F,True
5475_01,Earth,False,F/1134/P,TRAPPIST-1e,43,False,0,0,1,,0,Stelle Lowelliott,M,False
5476_01,Earth,False,G/879/S,TRAPPIST-1e,49,False,1020,0,2,2,0,Samany Moodsey,F,True
5477_01,Earth,False,G/880/S,TRAPPIST-1e,17,False,0,150,166,570,0,Gerte Baxterson,M,True
5478_01,Mars,False,F/1048/S,TRAPPIST-1e,29,False,518,0,10,1245,0,Hocorz Prity,F,False
5479_01,Earth,True,G/881/S,55 Cancri e,36,False,0,0,0,0,0,Timyra Romason,M,True
5480_01,Europa,False,,TRAPPIST-1e,37,False,31,9307,0,904,11213,Avijava Ellcefulve,F,False
5483_01,Earth,False,F/1135/P,PSO J318.5-22,17,False,2,0,0,0,681,Nadie Waltonnedy,M,False
5484_01,Mars,True,F/1050/S,55 Cancri e,45,False,0,0,0,0,0,Masal Monie,F,True
5485_01,Earth,False,G/880/P,TRAPPIST-1e,20,False,0,9,82,14,704,Kennie Portananney,M,False
5487_01,Mars,True,F/1136/P,TRAPPIST-1e,24,False,0,0,0,0,0,Flams Nan,F,True
5488_01,Europa,True,B/186/P,TRAPPIST-1e,28,False,0,0,0,0,0,Tares Hoorherve,M,True
5488_02,Europa,False,B/186/P,TRAPPIST-1e,15,False,0,22,6805,0,531,Acrabik Hoorherve,F,True
5488_03,Europa,False,B/186/P,TRAPPIST-1e,53,False,0,6634,0,5047,108,Krabius Hoorherve,M,False
5488_04,Europa,True,B/186/P,TRAPPIST-1e,51,False,0,0,0,0,0,Weidus Hoorherve,F,True
5489_01,Earth,True,G/881/P,TRAPPIST-1e,14,False,0,0,0,0,,Glendy Welles,M,True
5489_02,Earth,True,G/881/P,TRAPPIST-1e,1,False,0,0,0,0,0,Benew Welles,F,False
5490_01,Mars,False,F/1137/P,TRAPPIST-1e,26,False,665,76,,1478,0,Grog Emead,M,False
5491_01,Earth,False,G/882/S,TRAPPIST-1e,20,False,0,0,499,285,103,Anthia Solon,F,False
5492_01,Earth,False,F/1052/S,TRAPPIST-1e,23,False,0,551,59,720,14,Keithy Prinson,M,False
5494_01,Earth,False,F/1053/S,TRAPPIST-1e,22,False,658,0,0,161,3,Tonald Keithunts,F,True
5496_01,Earth,True,G/882/P,55 Cancri e,22,False,0,0,0,0,0,Wayney Charryerry,M,True
5497_01,Europa,True,B/210/S,TRAPPIST-1e,13,False,0,0,0,0,0,Taurah Covetive,F,True
5497_02,Europa,False,B/210/S,TRAPPIST-1e,28,False,0,0,0,0,0,Edaron Covetive,M,True
5499_01,Earth,True,G/884/S,TRAPPIST-1e,40,False,0,0,0,0,0,Brank Hickley,F,True
5500_01,Mars,False,D/175/P,55 Cancri e,21,False,4027,0,47,83,0,Bar Cuche,M,False
5501_01,Earth,False,G/885/S,TRAPPIST-1e,35,False,702,104,5,76,0,Camily Alldson,F,True
5504_01,Earth,False,F/1140/P,TRAPPIST-1e,22,False,142,1307,0,0,0,Greggy Benderez,M,False
5506_01,Europa,True,D/166/S,TRAPPIST-1e,37,False,0,0,0,0,0,Phecca Speedgear,F,True
5507_01,Mars,False,E/356/S,TRAPPIST-1e,21,False,0,0,0,0,0,Blakes Saf,M,False
5508_01,Earth,False,,TRAPPIST-1e,50,False,0,358,0,620,4,Margio Potters,F,False
5509_01,Earth,False,F/1055/S,TRAPPIST-1e,27,False,0,0,800,0,0,Allene Douglasen,M,True
5510_01,Earth,True,G/887/S,TRAPPIST-1e,20,False,0,0,0,0,0,Stance Ingston,F,True
5511_01,Earth,True,G/884/P,TRAPPIST-1e,15,False,0,0,0,0,0,Leen Gallenry,M,True
5511_02,Earth,False,E/346/P,PSO J318.5-22,25,False,39,,169,20,1403,Mela Gallenry,F,False
5512_01,Europa,False,A/67/S,55 Cancri e,31,False,0,225,0,301,4090,Fomalik Chsere,M,False
5512_02,Europa,False,B/211/S,55 Cancri e,,False,0,8162,1044,699,46,Sadaron Chsere,F,True
5514_01,Earth,True,G/889/S,TRAPPIST-1e,18,False,0,0,0,0,0,Bretty Monroellynn,M,True
5514_02,Earth,True,G/889/S,PSO J318.5-22,2,False,,0,0,0,0,Shanie Monroellynn,F,True
5514_03,Earth,False,G/889/S,TRAPPIST-1e,27,False,0,6,0,814,107,Ton Monroellynn,M,True
5514_04,Earth,False,G/889/S,TRAPPIST-1e,0,False,0,0,0,0,,Jodip Monroellynn,F,True
5515_01,Earth,False,F/1141/P,TRAPPIST-1e,22,False,758,0,46,0,0,Feryla Prestonard,M,False
5517_01,Mars,False,E/357/S,TRAPPIST-1e,,False,0,0,0,0,0,Totax Brazo,F,False
5520_01,Earth,False,G/890/S,TRAPPIST-1e,56,False,0,4,778,0,0,Vanard Nasquez,M,True
5521_01,Earth,False,F/1058/S,TRAPPIST-1e,28,False,0,0,0,676,124,Ireene Boltertley,F,False
5522_01,Earth,False,E/358/S,55 Cancri e,42,False,31,0,0,635,0,Carold Hinglendez,M,True
5522_02,Earth,False,F/1059/S,TRAPPIST-1e,20,False,0,0,0,703,0,Ollip Hinglendez,F,True
5522_03,Earth,False,F/1059/S,TRAPPIST-1e,27,False,508,585,9,,0,Elanie Hinglendez,M,True
